split,utterance,canonical_phones,mfa_phones,matched_phones
test,096100006,20,20,18
test,096100007,24,23,23
test,096100008,17,17,15
test,096100009,11,12,11
test,096100010,32,32,30
test,096100011,22,22,21
test,096100012,29,30,27
test,096100013,12,13,11
test,096100014,13,13,12
test,096100015,21,19,18
test,096100016,29,27,27
test,096100017,19,19,17
test,096100018,25,27,24
test,096100019,19,19,18
test,096100020,12,11,8
test,096120001,17,17,17
test,096120002,18,18,18
test,096120003,29,28,27
test,096120004,26,26,25
test,096120005,23,23,22
test,096120006,23,24,21
test,096120007,20,20,19
test,096120008,13,13,13
test,096120009,30,30,27
test,096120010,12,12,12
test,096120011,28,28,28
test,096120012,32,32,28
test,096120013,24,24,22
test,096120014,17,17,17
test,096120015,23,23,19
test,096120016,14,14,13
test,096120017,13,14,11
test,096120018,24,23,21
test,096120019,21,21,21
test,096120020,15,14,13
test,096170001,17,17,15
test,096170002,21,22,20
test,096170003,15,15,13
test,096170004,20,20,18
test,096170006,32,31,29
test,096170007,21,22,20
test,096170008,24,23,23
test,096170009,15,14,13
test,096170010,20,18,17
test,096170011,31,31,27
test,096170012,22,23,21
test,096170013,25,25,25
test,096170014,19,19,18
test,096170015,16,15,14
test,096170018,28,29,26
test,096170020,27,26,24
test,096170021,23,23,23
test,096170022,27,28,26
test,096170023,22,21,21
test,096170024,16,16,15
test,096180001,29,29,26
test,096180002,16,16,15
test,096180004,22,22,21
test,096180005,17,18,16
test,096180007,25,24,24
test,096180008,22,24,21
test,096180009,18,18,18
test,096180010,17,17,17
test,096180011,14,14,14
test,096180012,23,23,21
test,096180013,23,23,22
test,096180014,22,23,20
test,096180015,22,22,22
test,096180016,27,26,24
test,096180017,27,27,27
test,096180018,30,27,25
test,096180019,30,31,28
test,096180020,21,21,21
test,096180021,23,23,20
test,096180022,29,28,28
test,096220001,25,24,23
test,096220002,13,13,13
test,096220003,14,14,13
test,096220004,29,28,26
test,096220005,25,24,23
test,096220006,21,20,19
test,096220007,17,17,13
test,096220008,31,30,29
test,096220009,13,13,12
test,096220010,23,23,20
test,096220011,21,21,20
test,096220012,20,20,20
test,096220013,24,24,20
test,096220014,26,26,24
test,096220015,27,25,22
test,096220016,28,28,27
test,096220017,16,16,16
test,096220018,28,29,27
test,096220019,12,11,11
test,096220020,17,19,16
test,096230001,30,30,29
test,096230002,15,13,13
test,096230004,14,15,13
test,096230005,21,22,20
test,096230006,18,17,15
test,096230007,16,17,15
test,096230008,11,11,11
test,096230009,18,18,17
test,096230010,15,14,13
test,096230011,20,19,17
test,096230012,22,22,22
test,096230013,21,21,17
test,096230014,27,26,24
test,096230015,17,17,16
test,096230016,26,26,22
test,096230017,29,27,23
test,096230018,29,29,25
test,096230019,11,11,10
test,096230020,28,28,25
test,096230021,21,21,19
test,096260002,13,11,11
test,096260003,18,18,16
test,096260004,20,21,19
test,096260005,18,17,16
test,096260006,25,24,22
test,096260007,24,27,22
test,096260008,26,27,23
test,096260009,26,25,24
test,096260011,20,19,19
test,096260012,20,20,19
test,096260013,12,10,9
test,096260014,11,11,9
test,096260015,21,22,21
test,096260016,23,24,22
test,096260017,23,25,22
test,096260018,14,13,12
test,096260019,22,22,20
test,096260020,14,14,14
test,096260021,18,18,16
test,096260022,19,20,18
test,096290001,18,18,17
test,096290002,13,14,12
test,096290004,14,13,13
test,096290005,15,14,12
test,096290006,19,18,18
test,096290007,23,22,21
test,096290008,20,20,19
test,096290009,22,23,19
test,096290010,14,14,12
test,096290011,12,12,12
test,096290012,22,22,21
test,096290014,24,25,23
test,096290015,17,16,15
test,096290016,13,13,12
test,096290017,17,18,14
test,096290018,22,22,21
test,096290020,27,27,24
test,096290021,21,21,20
test,096290022,26,26,25
test,096290023,14,14,12
test,096310001,18,19,17
test,096310002,23,24,23
test,096310003,23,23,21
test,096310004,18,18,17
test,096310005,18,18,18
test,096310006,13,13,12
test,096310007,12,12,12
test,096310008,22,22,22
test,096310009,18,18,15
test,096310010,17,17,15
test,096310011,27,26,22
test,096310012,21,20,19
test,096310013,21,22,20
test,096310014,18,19,18
test,096310015,19,19,18
test,096310016,23,23,20
test,096310017,17,18,17
test,096310018,22,22,21
test,096310019,24,24,24
test,096310020,19,20,17
test,096330003,20,20,19
test,096330005,16,16,12
test,096330006,19,21,18
test,096330007,15,16,14
test,096330008,15,15,13
test,096330009,15,15,15
test,096330010,17,17,17
test,096330011,18,18,16
test,096330012,18,19,18
test,096330013,20,20,20
test,096330014,14,14,13
test,096330015,23,21,20
test,096330016,19,19,18
test,096330017,21,22,19
test,096330018,23,23,22
test,096330019,22,22,20
test,096330020,21,21,21
test,096330021,27,27,22
test,096330022,25,24,23
test,096330023,27,27,27
test,096350006,20,20,20
test,096350007,21,21,19
test,096350008,21,20,18
test,096350009,22,23,19
test,096350010,20,20,20
test,096350011,22,23,19
test,096350012,25,24,22
test,096350013,26,25,23
test,096350014,15,15,15
test,096350015,18,18,18
test,096350016,22,23,21
test,096350018,16,16,13
test,096350019,16,16,16
test,096350020,16,15,14
test,096350021,23,24,22
test,096350023,18,18,16
test,096350024,24,24,22
test,096350025,20,19,19
test,096350026,15,15,14
test,096350027,16,16,15
test,096400001,39,41,37
test,096400002,23,24,20
test,096400004,22,21,21
test,096400006,23,23,19
test,096400007,26,26,26
test,096400008,32,32,29
test,096400010,19,20,17
test,096400012,18,18,17
test,096400013,20,22,19
test,096400014,15,17,14
test,096400016,25,26,24
test,096400018,18,18,17
test,096400019,17,17,17
test,096400020,21,21,20
test,096400021,22,21,16
test,096400022,15,15,15
test,096400024,26,26,24
test,096400025,28,28,28
test,096400026,21,21,21
test,096400028,22,22,19
test,096470002,30,29,26
test,096470003,23,23,23
test,096470004,23,23,22
test,096470005,26,26,25
test,096470007,16,17,15
test,096470008,16,15,14
test,096470010,19,18,16
test,096470011,17,17,17
test,096470012,30,31,28
test,096470013,15,15,15
test,096470014,20,20,18
test,096470015,21,21,21
test,096470016,20,22,18
test,096470017,28,28,24
test,096470018,18,19,16
test,096470019,20,20,17
test,096470020,18,18,18
test,096470021,19,20,18
test,096470022,26,27,25
test,096470023,15,16,15
